"country_name","country_code","anio","tasa.de.gasto.publico","gasto_wins"
"Botswana","BWA",2010,-1.58816711165085,-1.58816711165085
"Botswana","BWA",2023,4.8390432428188,4.8390432428188
"República Centroafricana","CAF",2000,NA,NA
"República Centroafricana","CAF",2010,3.79798322176086,3.79798322176086
"República Centroafricana","CAF",2023,-4.5656627012801,-4.5656627012801
"Canadá","CAN",2000,3.43592465439522,3.43592465439522
"Canadá","CAN",2010,2.2513671077942,2.2513671077942
"Canadá","CAN",2023,1.48237746403885,1.48237746403885
"Europa Central y del Báltico","CEB",2000,2.57557311193391,2.57557311193391
"Europa Central y del Báltico","CEB",2010,0.814986109966284,0.814986109966284
"Europa Central y del Báltico","CEB",2023,3.69224242785415,3.69224242785415
"Suiza","CHE",2000,1.78212604622357,1.78212604622357
"Suiza","CHE",2010,0.838941744771901,0.838941744771901
"Suiza","CHE",2023,-0.45908930096283,-0.45908930096283
"Islas del Canal","CHI",2000,NA,NA
"Islas del Canal","CHI",2010,NA,NA
"Islas del Canal","CHI",2023,NA,NA
"Chile","CHL",2000,2.00314510139594,2.00314510139594
"Chile","CHL",2010,3.67424437191491,3.67424437191491
"Chile","CHL",2023,2.1739695031069,2.1739695031069
"China","CHN",2000,NA,NA
"China","CHN",2010,NA,NA
"China","CHN",2023,NA,NA
"Côte d'Ivoire","CIV",2000,NA,NA
"Côte d'Ivoire","CIV",2010,4.10645012130482,4.10645012130482
"Côte d'Ivoire","CIV",2023,3.8665120743739,3.8665120743739
"Camerún","CMR",2000,3.44915680657915,3.44915680657915
"Camerún","CMR",2010,6.89519216910884,6.89519216910884
"Camerún","CMR",2023,2.89001665827296,2.89001665827296
"Congo, República Democrática del","COD",2000,-11.8181381644502,-11.8181381644502
"Congo, República Democrática del","COD",2010,63.5818574341425,29.5557547127829
"Congo, República Democrática del","COD",2023,-12.854908389714,-12.854908389714
"Congo, República del","COG",2000,16.0557636667945,16.0557636667945
"Congo, República del","COG",2010,11.3561954169226,11.3561954169226
"Congo, República del","COG",2023,0.619414014678171,0.619414014678171
"Colombia","COL",2000,-0.280534849460523,-0.280534849460523
"Colombia","COL",2010,5.22578745952312,5.22578745952312
"Colombia","COL",2023,1.56405798583592,1.56405798583592
"Comoras","COM",2000,10.8480814112858,10.8480814112858
"Comoras","COM",2010,-1.71177176376483,-1.71177176376483
"Comoras","COM",2023,4.61010811469566,4.61010811469566
"Cabo Verde","CPV",2000,NA,NA
"Cabo Verde","CPV",2010,1.99132614322257,1.99132614322257
"Cabo Verde","CPV",2023,2.53511429471712,2.53511429471712
"Costa Rica","CRI",2000,2.21941917397814,2.21941917397814
"Costa Rica","CRI",2010,4.32478452680158,4.32478452680158
"Costa Rica","CRI",2023,0.0958825440736604,0.0958825440736604
"Estados pequeos del Caribe","CSS",2000,NA,NA
"Estados pequeos del Caribe","CSS",2010,NA,NA
"Estados pequeos del Caribe","CSS",2023,NA,NA
"Cuba","CUB",2000,3.04131315224829,3.04131315224829
"Cuba","CUB",2010,2.25374310480693,2.25374310480693
"Cuba","CUB",2023,-12.3443947190203,-12.3443947190203
"Curacao","CUW",2000,NA,NA
"Curacao","CUW",2010,NA,NA
"Curacao","CUW",2023,NA,NA
"Islas Caimán","CYM",2000,NA,NA
"Islas Caimán","CYM",2010,NA,NA
"Islas Caimán","CYM",2023,NA,NA
"Chipre","CYP",2000,-2.99436174775359,-2.99436174775359
"Chipre","CYP",2010,0.324555312633464,0.324555312633464
"Chipre","CYP",2023,1.1847895770382,1.1847895770382
"República Checa","CZE",2000,-0.640060931318274,-0.640060931318274
"República Checa","CZE",2010,0.771250108998458,0.771250108998458
"República Checa","CZE",2023,3.53746328484557,3.53746328484557
"Alemania","DEU",2000,1.61453027718936,1.61453027718936
"Alemania","DEU",2010,1.41976607984297,1.41976607984297
"Alemania","DEU",2023,-1.49153784846351,-1.49153784846351
"Djibouti","DJI",2000,NA,NA
"Djibouti","DJI",2010,NA,NA
"Djibouti","DJI",2023,-14.2095767825948,-13.955746624422
"Dominica","DMA",2000,NA,NA
"Dominica","DMA",2010,NA,NA
"Dominica","DMA",2023,NA,NA
"Dinamarca","DNK",2000,2.93208653299968,2.93208653299968
"Dinamarca","DNK",2010,1.60396040947288,1.60396040947288
"Dinamarca","DNK",2023,0.049948024898157,0.049948024898157
"República Dominicana","DOM",2000,4.69003300357616,4.69003300357616
"República Dominicana","DOM",2010,4.8814405267504,4.8814405267504
"República Dominicana","DOM",2023,2.36796761045062,2.36796761045062
"Argelia","DZA",2000,3.00518106461773,3.00518106461773
"Argelia","DZA",2010,6.49999999737862,6.49999999737862
"Argelia","DZA",2023,3.39999999595742,3.39999999595742
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP",2000,NA,NA
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP",2010,NA,NA
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP",2023,NA,NA
"inicial del dividendo demográfico","EAR",2000,3.36444317573694,3.36444317573694
"inicial del dividendo demográfico","EAR",2010,2.39018660169788,2.39018660169788
"inicial del dividendo demográfico","EAR",2023,3.56115251420638,3.56115251420638
"Asia oriental y el Pacífico","EAS",2000,NA,NA
"Asia oriental y el Pacífico","EAS",2010,NA,NA
"Asia oriental y el Pacífico","EAS",2023,NA,NA
"Europa y Asia central (excluido altos ingresos)","ECA",2000,4.60817987797448,4.60817987797448
"Europa y Asia central (excluido altos ingresos)","ECA",2010,2.10983895186429,2.10983895186429
"Europa y Asia central (excluido altos ingresos)","ECA",2023,3.55890495155475,3.55890495155475
"Europa y Asia central","ECS",2000,2.52035919229439,2.52035919229439
"Europa y Asia central","ECS",2010,0.670044598225147,0.670044598225147
"Europa y Asia central","ECS",2023,1.30186800567786,1.30186800567786
"Ecuador","ECU",2000,4.00418385103521,4.00418385103521
"Ecuador","ECU",2010,3.39682050110358,3.39682050110358
"Ecuador","ECU",2023,1.72094602098178,1.72094602098178
"Egipto, República Árabe de","EGY",2000,4.39676404234663,4.39676404234663
"Egipto, República Árabe de","EGY",2010,4.50549450549471,4.50549450549471
"Egipto, República Árabe de","EGY",2023,-2.78947368421053,-2.78947368421053
"Zona del Euro","EMU",2000,2.41581552742949,2.41581552742949
"Zona del Euro","EMU",2010,0.812278830802086,0.812278830802086
"Zona del Euro","EMU",2023,0.802775001541178,0.802775001541178
"Eritrea","ERI",2000,-13.3473604463556,-13.3473604463556
"Eritrea","ERI",2010,30.1199343676592,29.5557547127829
"Eritrea","ERI",2023,NA,NA
"España","ESP",2000,4.51562698751189,4.51562698751189
"España","ESP",2010,1.5197791750295,1.5197791750295
"España","ESP",2023,3.76224203352675,3.76224203352675
"Estonia","EST",2000,-3.33205627978499,-3.33205627978499
"Estonia","EST",2010,-0.680932956546897,-0.680932956546897
"Estonia","EST",2023,0.858110467368476,0.858110467368476
"Etiopía","ETH",2000,NA,NA
"Etiopía","ETH",2010,NA,NA
"Etiopía","ETH",2023,-9.78847022059313,-9.78847022059313
"Unión Europea","EUU",2000,2.32510101230758,2.32510101230758
"Unión Europea","EUU",2010,0.885209488068824,0.885209488068824
"Unión Europea","EUU",2023,1.03308164450522,1.03308164450522
"Frágiles y situaciones de conflicto afectados","FCS",2000,NA,NA
"Frágiles y situaciones de conflicto afectados","FCS",2010,NA,NA
"Frágiles y situaciones de conflicto afectados","FCS",2023,NA,NA
"Finlandia","FIN",2000,1.27950687618204,1.27950687618204
"Finlandia","FIN",2010,-0.256028579934508,-0.256028579934508
"Finlandia","FIN",2023,4.45888137458508,4.45888137458508
"Fiji","FJI",2000,NA,NA
"Fiji","FJI",2010,NA,NA
"Fiji","FJI",2023,NA,NA
"Francia","FRA",2000,1.80242854097123,1.80242854097123
"Francia","FRA",2010,1.28069051194404,1.28069051194404
"Francia","FRA",2023,0.469470433925224,0.469470433925224
"Islas Feroe","FRO",2000,NA,NA
"Islas Feroe","FRO",2010,NA,NA
"Islas Feroe","FRO",2023,NA,NA
"Micronesia (Estados Federados de)","FSM",2000,NA,NA
"Micronesia (Estados Federados de)","FSM",2010,NA,NA
"Micronesia (Estados Federados de)","FSM",2023,NA,NA
"Gabón","GAB",2000,-6.34939187558453,-6.34939187558453
"Gabón","GAB",2010,8.16620321930644,8.16620321930644
"Gabón","GAB",2023,1.54844320533969,1.54844320533969
"Reino Unido","GBR",2000,3.53228451894493,3.53228451894493
"Reino Unido","GBR",2010,-0.0202186803057458,-0.0202186803057458
"Reino Unido","GBR",2023,0.523734779288574,0.523734779288574
"Georgia","GEO",2000,NA,NA
"Georgia","GEO",2010,NA,NA
"Georgia","GEO",2023,7.49866283059239,7.49866283059239
"Ghana","GHA",2000,NA,NA
"Ghana","GHA",2010,17.4226775721745,17.4226775721745
"Ghana","GHA",2023,0.486726408389487,0.486726408389487
"Gibraltar","GIB",2000,NA,NA
"Gibraltar","GIB",2010,NA,NA
"Gibraltar","GIB",2023,NA,NA
"Guinea","GIN",2000,NA,NA
"Guinea","GIN",2010,53.4856075559748,29.5557547127829
"Guinea","GIN",2023,0.841538780805678,0.841538780805678
"Gambia","GMB",2000,NA,NA
"Gambia","GMB",2010,9.24926317319934,9.24926317319934
"Gambia","GMB",2023,5.75346997882933,5.75346997882933
"Guinea-Bissau","GNB",2000,-1.81210241309981,-1.81210241309981
"Guinea-Bissau","GNB",2010,10.54495497297,10.54495497297
"Guinea-Bissau","GNB",2023,-1.06744916714558,-1.06744916714558
"Guinea Ecuatorial","GNQ",2000,NA,NA
"Guinea Ecuatorial","GNQ",2010,12.6571626648056,12.6571626648056
"Guinea Ecuatorial","GNQ",2023,5.69999999680093,5.69999999680093
"Grecia","GRC",2000,3.63334574625425,3.63334574625425
"Grecia","GRC",2010,-4.1678860937301,-4.1678860937301
"Grecia","GRC",2023,1.74597206099507,1.74597206099507
"Granada","GRD",2000,NA,NA
"Granada","GRD",2010,NA,NA
"Granada","GRD",2023,NA,NA
"Groenlandia","GRL",2000,NA,NA
"Groenlandia","GRL",2010,-2.47273480622106,-2.47273480622106
"Groenlandia","GRL",2023,2.17201264205499,2.17201264205499
"Guatemala","GTM",2000,7.85488133407493,7.85488133407493
"Guatemala","GTM",2010,7.7926315270612,7.7926315270612
"Guatemala","GTM",2023,4.05431025645382,4.05431025645382
"Guam","GUM",2000,NA,NA
"Guam","GUM",2010,NA,NA
"Guam","GUM",2023,NA,NA
"Guyana","GUY",2000,NA,NA
"Guyana","GUY",2010,NA,NA
"Guyana","GUY",2023,NA,NA
"Ingreso alto","HIC",2000,3.68802126473879,3.68802126473879
"Ingreso alto","HIC",2010,0.79320658787006,0.79320658787006
"Ingreso alto","HIC",2023,1.93567808603487,1.93567808603487
"Hong Kong, Región Administrativa Especial","HKG",2000,2.44687191767454,2.44687191767454
"Hong Kong, Región Administrativa Especial","HKG",2010,3.35226639937632,3.35226639937632
"Hong Kong, Región Administrativa Especial","HKG",2023,-3.91805822831958,-3.91805822831958
"Honduras","HND",2000,15.7201812591034,15.7201812591034
"Honduras","HND",2010,-1.01585758551552,-1.01585758551552
"Honduras","HND",2023,9.23997548308012,9.23997548308012
"Países pobres muy endeudados (PPME)","HPC",2000,4.25678577365471,4.25678577365471
"Países pobres muy endeudados (PPME)","HPC",2010,6.87444712343436,6.87444712343436
"Países pobres muy endeudados (PPME)","HPC",2023,1.81675487105093,1.81675487105093
"Croacia","HRV",2000,-3.27399933125452,-3.27399933125452
"Croacia","HRV",2010,-0.55995954321115,-0.55995954321115
"Croacia","HRV",2023,7.05607085469518,7.05607085469518
"Haití","HTI",2000,1.33038850044946,1.33038850044946
"Haití","HTI",2010,0.621494993180804,0.621494993180804
"Haití","HTI",2023,3.3489030147803,3.3489030147803
"Hungría","HUN",2000,4.19833176481733,4.19833176481733
"Hungría","HUN",2010,-0.189645227906325,-0.189645227906325
"Hungría","HUN",2023,1.17593934291469,1.17593934291469
"Sólo BIRF","IBD",2000,NA,NA
"Sólo BIRF","IBD",2010,NA,NA
"Sólo BIRF","IBD",2023,NA,NA
"BIRF y la AIF","IBT",2000,NA,NA
"BIRF y la AIF","IBT",2010,NA,NA
"BIRF y la AIF","IBT",2023,NA,NA
"total de la AIF","IDA",2000,NA,NA
"total de la AIF","IDA",2010,2.57292358334205,2.57292358334205
"total de la AIF","IDA",2023,0.648938724640473,0.648938724640473
"mezcla de la AIF","IDB",2000,NA,NA
"mezcla de la AIF","IDB",2010,NA,NA
"mezcla de la AIF","IDB",2023,NA,NA
"Indonesia","IDN",2000,6.49100661501161,6.49100661501161
"Indonesia","IDN",2010,0.323960658773487,0.323960658773487
"Indonesia","IDN",2023,3.01628752047671,3.01628752047671
"Sólo AIF","IDX",2000,NA,NA
"Sólo AIF","IDX",2010,3.87778505965963,3.87778505965963
"Sólo AIF","IDX",2023,0.790426021365207,0.790426021365207
"Isla de Man","IMN",2000,NA,NA
"Isla de Man","IMN",2010,NA,NA
"Isla de Man","IMN",2023,NA,NA
"India","IND",2000,1.37586364899165,1.37586364899165
"India","IND",2010,5.22188656488302,5.22188656488302
"India","IND",2023,8.14018757090231,8.14018757090231
"No clasificado","INX",2000,NA,NA
"No clasificado","INX",2010,NA,NA
"No clasificado","INX",2023,NA,NA
"Irlanda","IRL",2000,8.41204101228715,8.41204101228715
"Irlanda","IRL",2010,-4.58959227299773,-4.58959227299773
"Irlanda","IRL",2023,1.92565838740721,1.92565838740721
"Irán, República Islámica del","IRN",2000,11.3115690883582,11.3115690883582
"Irán, República Islámica del","IRN",2010,-3.18838251984947,-3.18838251984947
"Irán, República Islámica del","IRN",2023,-1.68964272864805,-1.68964272864805
"Iraq","IRQ",2000,NA,NA
"Iraq","IRQ",2010,8.84838964183633,8.84838964183633
"Iraq","IRQ",2023,3.50612825909971,3.50612825909971
"Islandia","ISL",2000,5.47336687459803,5.47336687459803
"Islandia","ISL",2010,-3.42679326395563,-3.42679326395563
"Islandia","ISL",2023,2.19762378845256,2.19762378845256
"Israel","ISR",2000,1.6954496021383,1.6954496021383
"Israel","ISR",2010,2.46161966576327,2.46161966576327
"Israel","ISR",2023,7.91444984653506,7.91444984653506
"Italia","ITA",2000,3.37706738987747,3.37706738987747
"Italia","ITA",2010,0.686771581548044,0.686771581548044
"Italia","ITA",2023,1.24477106127725,1.24477106127725
"Jamaica","JAM",2000,NA,NA
"Jamaica","JAM",2010,0.184198934849647,0.184198934849647
"Jamaica","JAM",2023,NA,NA
"Jordania","JOR",2000,NA,NA
"Jordania","JOR",2010,NA,NA
"Jordania","JOR",2023,NA,NA
"Japón","JPN",2000,3.87561397981042,3.87561397981042
"Japón","JPN",2010,1.87192974920458,1.87192974920458
"Japón","JPN",2023,NA,NA
"Kazajstán","KAZ",2000,15.0000000009909,15.0000000009909
"Kazajstán","KAZ",2010,2.70000000349258,2.70000000349258
"Kazajstán","KAZ",2023,10.2999999980191,10.2999999980191
"Kenya","KEN",2000,-2.23558065368931,-2.23558065368931
"Kenya","KEN",2010,5.60747663551402,5.60747663551402
"Kenya","KEN",2023,3.47562875649825,3.47562875649825
"Kirguistán","KGZ",2000,NA,NA
"Kirguistán","KGZ",2010,NA,NA
"Kirguistán","KGZ",2023,0.150987381744699,0.150987381744699
"Camboya","KHM",2000,12.3608984521728,12.3608984521728
"Camboya","KHM",2010,13.1982528107816,13.1982528107816
"Camboya","KHM",2023,7.53419999966269,7.53419999966269
"Kiribati","KIR",2000,NA,NA
"Kiribati","KIR",2010,-7.58198358109607,-7.58198358109607
"Kiribati","KIR",2023,NA,NA
"Saint Kitts y Nevis","KNA",2000,NA,NA
"Saint Kitts y Nevis","KNA",2010,NA,NA
"Saint Kitts y Nevis","KNA",2023,NA,NA
"Corea, República de","KOR",2000,0.681767567454699,0.681767567454699
"Corea, República de","KOR",2010,5.62255758603767,5.62255758603767
"Corea, República de","KOR",2023,1.30589073500119,1.30589073500119
"Kuwait","KWT",2000,NA,NA
"Kuwait","KWT",2010,NA,NA
"Kuwait","KWT",2023,NA,NA
"América Latina y el Caribe (excluido altos ingresos)","LAC",2000,1.01917241453037,1.01917241453037
"América Latina y el Caribe (excluido altos ingresos)","LAC",2010,3.72695164807809,3.72695164807809
"América Latina y el Caribe (excluido altos ingresos)","LAC",2023,2.24994109111745,2.24994109111745
"República Democrática Popular Lao","LAO",2000,NA,NA
"República Democrática Popular Lao","LAO",2010,-2.66952589220388,-2.66952589220388
"República Democrática Popular Lao","LAO",2023,NA,NA
"Líbano","LBN",2000,0.499999999776563,0.499999999776563
"Líbano","LBN",2010,-2.94961798762711,-2.94961798762711
"Líbano","LBN",2023,-18.3640780066694,-13.955746624422
"Liberia","LBR",2000,NA,NA
"Liberia","LBR",2010,NA,NA
"Liberia","LBR",2023,NA,NA
"Libia","LBY",2000,NA,NA
"Libia","LBY",2010,NA,NA
"Libia","LBY",2023,5.52691093797854,5.52691093797854
"Santa Lucía","LCA",2000,NA,NA
"Santa Lucía","LCA",2010,NA,NA
"Santa Lucía","LCA",2023,NA,NA
"América Latina y el Caribe","LCN",2000,0.991856500310632,0.991856500310632
"América Latina y el Caribe","LCN",2010,3.63835741973877,3.63835741973877
"América Latina y el Caribe","LCN",2023,2.21975802973633,2.21975802973633
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC",2000,NA,NA
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC",2010,3.45521612624118,3.45521612624118
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC",2023,-3.74892884524722,-3.74892884524722
"Países de ingreso bajo","LIC",2000,2.60459705706972,2.60459705706972
"Países de ingreso bajo","LIC",2010,4.19432105537003,4.19432105537003
"Países de ingreso bajo","LIC",2023,-1.06031963678286,-1.06031963678286
"Liechtenstein","LIE",2000,NA,NA
"Liechtenstein","LIE",2010,NA,NA
"Liechtenstein","LIE",2023,NA,NA
"Sri Lanka","LKA",2000,19.2136768101156,19.2136768101156
"Sri Lanka","LKA",2010,NA,NA
"Sri Lanka","LKA",2023,-5.44010900313535,-5.44010900313535
"Países de ingreso mediano bajo","LMC",2000,2.40043984868107,2.40043984868107
"Países de ingreso mediano bajo","LMC",2010,4.68494920277473,4.68494920277473
"Países de ingreso mediano bajo","LMC",2023,3.47572481603515,3.47572481603515
"Ingreso mediano y bajo","LMY",2000,NA,NA
"Ingreso mediano y bajo","LMY",2010,NA,NA
"Ingreso mediano y bajo","LMY",2023,NA,NA
"Lesotho","LSO",2000,6.81306399958366,6.81306399958366
"Lesotho","LSO",2010,-5.69664463135766,-5.69664463135766
"Lesotho","LSO",2023,-1.09548935732815,-1.09548935732815
"avanzada del dividendo demográfico","LTE",2000,NA,NA
"avanzada del dividendo demográfico","LTE",2010,NA,NA
"avanzada del dividendo demográfico","LTE",2023,NA,NA
"Lituania","LTU",2000,0.149576778598544,0.149576778598544
"Lituania","LTU",2010,-3.16273428679568,-3.16273428679568
"Lituania","LTU",2023,0.221451864587323,0.221451864587323
"Luxemburgo","LUX",2000,3.70816626577881,3.70816626577881
"Luxemburgo","LUX",2010,3.7811451065088,3.7811451065088
"Luxemburgo","LUX",2023,2.53431645619591,2.53431645619591
"Letonia","LVA",2000,-3.19426782329802,-3.19426782329802
"Letonia","LVA",2010,-8.09739137051906,-8.09739137051906
"Letonia","LVA",2023,6.99942961702205,6.99942961702205
"Región Administrativa Especial de Macao, China","MAC",2000,-13.0212068435611,-13.0212068435611
"Región Administrativa Especial de Macao, China","MAC",2010,5.52608455104631,5.52608455104631
"Región Administrativa Especial de Macao, China","MAC",2023,-8.26209284709446,-8.26209284709446
"Isla de San Martín (parte francesa)","MAF",2000,NA,NA
"Isla de San Martín (parte francesa)","MAF",2010,NA,NA
"Isla de San Martín (parte francesa)","MAF",2023,NA,NA
"Marruecos","MAR",2000,2.25082537336705,2.25082537336705
"Marruecos","MAR",2010,0.919265757858497,0.919265757858497
"Marruecos","MAR",2023,4.08334679994826,4.08334679994826
"Mónaco","MCO",2000,NA,NA
"Mónaco","MCO",2010,NA,NA
"Mónaco","MCO",2023,NA,NA
"República de Moldova","MDA",2000,-1.24879790808056,-1.24879790808056
"República de Moldova","MDA",2010,-1.09996434796152,-1.09996434796152
"República de Moldova","MDA",2023,-3.99579990185021,-3.99579990185021
"Madagascar","MDG",2000,4.87804878330593,4.87804878330593
"Madagascar","MDG",2010,-5.15203336846332,-5.15203336846332
"Madagascar","MDG",2023,-1.10356660621366,-1.10356660621366
"Maldivas","MDV",2000,NA,NA
"Maldivas","MDV",2010,NA,NA
"Maldivas","MDV",2023,1.95282796838812,1.95282796838812
"Oriente Medio, Norte de África, Afganistán y Pakistán","MEA",2000,NA,NA
"Oriente Medio, Norte de África, Afganistán y Pakistán","MEA",2010,1.67466711238316,1.67466711238316
"Oriente Medio, Norte de África, Afganistán y Pakistán","MEA",2023,3.13253801026494,3.13253801026494
"México","MEX",2000,2.98419059617598,2.98419059617598
"México","MEX",2010,2.00598239989111,2.00598239989111
"México","MEX",2023,1.77085451819228,1.77085451819228
"Islas Marshall","MHL",2000,NA,NA
"Islas Marshall","MHL",2010,-0.877025432129059,-0.877025432129059
"Islas Marshall","MHL",2023,-9.79521420282724,-9.79521420282724
"Ingreso mediano","MIC",2000,NA,NA
"Ingreso mediano","MIC",2010,NA,NA
"Ingreso mediano","MIC",2023,NA,NA
"Macedonia del Norte","MKD",2000,-2.59954373789851,-2.59954373789851
"Macedonia del Norte","MKD",2010,-3.6235740180264,-3.6235740180264
"Macedonia del Norte","MKD",2023,-1.75414678482163,-1.75414678482163
"Malí","MLI",2000,11.0395599939545,11.0395599939545
"Malí","MLI",2010,8.34462813261068,8.34462813261068
"Malí","MLI",2023,7.29999999999984,7.29999999999984
"Malta","MLT",2000,NA,NA
"Malta","MLT",2010,0.405632940456144,0.405632940456144
"Malta","MLT",2023,3.13692108830688,3.13692108830688
"Myanmar","MMR",2000,NA,NA
"Myanmar","MMR",2010,NA,NA
"Myanmar","MMR",2023,NA,NA
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA",2000,6.71797259888709,6.71797259888709
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA",2010,1.63492276355797,1.63492276355797
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA",2023,-0.0722727804270562,-0.0722727804270562
"Montenegro","MNE",2000,NA,NA
